Command issued:
C:\Users\ALAIN~1.VAN\Seafile\Programs\R\ahri\inst\intcens\unireg.exe --in C:\Users\alain.vandormael/Seafile/Programs/R/ahri_home/intcens/input_data.txt --out C:\Users\alain.vandormael/Seafile/Programs/R/ahri_home/intcens/res_dat.txt --model "(Time, sero_event) = Age0 + Age2 + EverCircum" --subject_id IIntID --sep   --max_itr 5000 --r 1 --inf_char Inf --convergence_threshold 0.01

Num Subjects: 1022
Num distinct time points: 888
Log-Likelihood at the final estimates: -445.206
###############################################################
Estimation of the Regression Parameters:

Covariate	Estimate	Std_Error	Z-Stat	P-value
Age0	0.076858365460352698	0.025263398411098592	3.0422813356174463	0.0023479233627050735
Age2	-0.0049081279261873577	0.0014511325234211198	-3.3822740838419039	0.00071888380297577053
EverCircum	0.078147437269742284	0.35072968009808669	0.22281386978110096	0.82368037282902296

Covariance Matrix for the Estimates:
		Age0	Age2	EverCircum
	Age0:	0.00063823929927789888	-3.1444398537769524e-005	0.00092353260280852295
	Age2:	-3.144439853776953e-005	2.1057856005305468e-006	-4.1504675897153758e-005
	EverCircum:	0.00092353260280852317	-4.1504675897153778e-005	0.12301130850170622

Estimation of the Cummulative Hazard Function:
Time	Estimate
367	0.008280271504
368	0.008280271504
369	0.008280271504
370	0.008280271504
371	0.008280271504
373	0.008280271504
375	0.008280271504
376	0.008280271504
377	0.008280271504
378	0.008280271504
379	0.008280271504
381	0.008280271504
382	0.008280271504
383	0.008280271504
385	0.008280271504
386	0.008280271504
388	0.008280271504
391	0.008280271504
395	0.008280271504
396	0.008280271504
399	0.008280271504
400	0.008280271504
401	0.008280271504
402	0.008280271504
413	0.008280271504
415	0.008280271504
417	0.008280271505
422	0.008280271505
428	0.008280359899
430	0.008280448301
431	0.008280537015
432	0.008280630376
434	0.008280723751
440	0.008280812806
447	0.0082809003
457	0.009385461664
464	0.01047203725
467	0.01160394424
472	0.01271928716
476	0.01385393234
489	0.01497989782
499	0.01497998508
503	0.01498007399
507	0.01498016188
513	0.01498025122
529	0.01498303571
531	0.01586863661
533	0.01586922457
534	0.01586983337
538	0.01587045243
552	0.01587109272
568	0.01587169243
569	0.01587229775
573	0.01587289532
574	0.01587350431
577	0.01590284278
583	0.015932789
586	0.01596443352
594	0.01599531353
596	0.01602621414
605	0.01602720413
606	0.01605729238
609	0.01605730879
611	0.01605823333
615	0.01605920154
616	0.01606019777
617	0.01606123923
619	0.01606228928
620	0.01606335258
624	0.01606438987
626	0.01606545406
629	0.01606660197
632	0.01606774909
633	0.01606891001
634	0.01608649499
640	0.0161039771
643	0.01612187975
645	0.01613986166
646	0.0161582138
647	0.01617794575
653	0.01619762988
658	0.01621743804
659	0.01623782818
660	0.01625830012
661	0.01627945145
663	0.01630078001
666	0.01632264233
671	0.01634419628
672	0.01636584913
677	0.01638758133
678	0.01641019409
686	0.01643234573
688	0.01726428365
689	0.01811297059
695	0.01896729561
697	0.01984912728
700	0.02077531519
702	0.02170750437
704	0.02265335314
705	0.02361425351
706	0.02361678642
709	0.02361940793
710	0.02362205256
711	0.02649030799
713	0.0293721332
714	0.0322964189
715	0.03243079374
719	0.03256649913
721	0.0327032227
722	0.03270325906
724	0.03270329736
726	0.03270333623
727	0.03270337689
728	0.03270342297
729	0.03270347451
730	0.03270352697
733	0.03270358009
736	0.03270363724
737	0.03270369797
739	0.03270376086
742	0.03270382471
743	0.03270388953
744	0.0327039587
746	0.03270395884
748	0.03270395899
756	0.03270395915
757	0.03270395931
760	0.03270395931
761	0.03270395931
769	0.03270395931
770	0.03270395931
771	0.03270401259
774	0.03270401291
782	0.03270401322
791	0.03270401353
797	0.03312280831
798	0.03354735848
803	0.03398112281
808	0.03441185635
815	0.03484035011
820	0.03526633045
822	0.03569465108
826	0.03613065372
834	0.03655755013
840	0.03700052565
841	0.03745197322
842	0.03793499778
848	0.03793499815
852	0.03793499854
854	0.03793499895
856	0.03793499935
858	0.03793499977
859	0.03793500019
863	0.03793500063
872	0.03793500105
875	0.03793500148
879	0.03793500193
882	0.03793500238
883	0.03793500285
884	0.03793500332
893	0.0379350038
894	0.03793500429
897	0.0379350048
898	0.03793500532
904	0.03793500585
908	0.03793500639
911	0.03793500696
912	0.03793500754
932	0.0379350081
935	0.03793500864
937	0.0379350092
938	0.03793500977
939	0.03793501037
942	0.03793501038
943	0.03793501038
945	0.03793501039
947	0.03793501039
952	0.03793501039
962	0.03793501039
964	0.03793501039
968	0.03793501039
974	0.03793501039
975	0.03793501039
978	0.03793501039
991	0.03793501039
992	0.03793501039
996	0.03793501039
998	0.03793501039
1002	0.03793501039
1004	0.03793501039
1007	0.03793501039
1008	0.03793501039
1009	0.03793501039
1018	0.03793501039
1021	0.03793501039
1024	0.03793501039
1029	0.03793501039
1036	0.03793501039
1044	0.03793501044
1048	0.0379350105
1052	0.03793501055
1053	0.03793501061
1056	0.03793501067
1058	0.03793501072
1064	0.03793501078
1067	0.03793501085
1071	0.03793501091
1073	0.03793501097
1076	0.03815237379
1077	0.03837724226
1079	0.03860746262
1081	0.0388411745
1082	0.03908498442
1083	0.03937805209
1084	0.03969839624
1086	0.04006118559
1088	0.04043250284
1089	0.0408125382
1090	0.04122325768
1091	0.0416502398
1094	0.04208890782
1097	0.04254804599
1098	0.04301651616
1099	0.04301651625
1100	0.04301651635
1101	0.04301651646
1102	0.04301651656
1103	0.04301651667
1105	0.0430165168
1106	0.04301651692
1107	0.04301651705
1108	0.04301651721
1109	0.04301651737
1110	0.04301651754
1114	0.04301651772
1117	0.04301651791
1118	0.0430165181
1119	0.0430165183
1126	0.0430165185
1133	0.0430165185
1134	0.0430165185
1138	0.0430165185
1152	0.0430165185
1155	0.0430165185
1156	0.0430165185
1158	0.0430165185
1163	0.0430165185
1166	0.04301652006
1168	0.04301652163
1174	0.04301652315
1175	0.0430165247
1177	0.04301652637
1181	0.04301652814
1184	0.04301657193
1191	0.04304446897
1197	0.04307444314
1198	0.04864005604
1204	0.04864005697
1206	0.04864005797
1208	0.04864005901
1218	0.04875836343
1221	0.04888575287
1225	0.04901552245
1226	0.04914855113
1227	0.04929151899
1228	0.04943716255
1231	0.04958376074
1242	0.04973973409
1246	0.04989800538
1247	0.05005748804
1248	0.05022291783
1260	0.05038277552
1262	0.05054429557
1266	0.05314439999
1269	0.05580135357
1281	0.0558014872
1292	0.05580162018
1296	0.05580175412
1298	0.05580189104
1311	0.05580202937
1318	0.05580217074
1322	0.055802319
1323	0.05580247015
1326	0.05580262773
1337	0.05580277864
1338	0.05580277866
1339	0.05580277866
1344	0.05580277866
1345	0.05580277866
1350	0.05580277866
1352	0.05580277866
1353	0.05580277881
1358	0.05580296014
1372	0.05580313666
1380	0.05580331459
1381	0.0558034978
1388	0.05581799255
1390	0.05583280967
1394	0.05584812432
1399	0.05586362744
1400	0.05587995018
1401	0.05589652013
1404	0.05591356799
1406	0.05684049792
1412	0.05777705538
1413	0.05872788391
1418	0.05970421636
1420	0.0606800248
1421	0.06171257244
1422	0.06284307025
1429	0.06404256708
1432	0.06526585122
1433	0.06526684621
1434	0.06526787003
1439	0.0652689122
1440	0.06527000501
1443	0.07362340817
1449	0.07375495564
1451	0.07389595626
1452	0.0740404803
1454	0.07418986103
1455	0.07434166999
1456	0.07449754619
1458	0.07449754812
1460	0.07449755011
1462	0.07449755216
1463	0.07449755431
1464	0.07449755662
1466	0.07449755908
1468	0.07449755909
1469	0.07449755909
1471	0.07449755909
1473	0.07449755909
1475	0.07449755909
1477	0.07449755909
1482	0.07449755909
1483	0.07449755909
1491	0.07449755909
1508	0.07449755909
1511	0.07449755909
1519	0.07449755909
1544	0.07449755909
1546	0.07449755909
1549	0.07449755909
1550	0.07449755909
1561	0.07449755909
1564	0.07449755909
1565	0.07449755909
1571	0.07449755909
1590	0.07449755909
1593	0.07449755909
1595	0.07449755909
1627	0.07449755909
1629	0.07449755909
1641	0.07449755909
1648	0.0744975591
1664	0.0744975591
1671	0.0744975591
1672	0.0744975591
1679	0.0744975591
1683	0.0744975591
1687	0.0744975591
1688	0.07449788232
1689	0.07449821866
1698	0.07449854878
1701	0.07449888763
1703	0.074499252
1706	0.07449962235
1720	0.07450001156
1721	0.07450041317
1723	0.07450083505
1724	0.07450127458
1726	0.07450174703
1733	0.0745022238
1739	0.07450270436
1747	0.07450319585
1749	0.0745037064
1754	0.07450423637
1763	0.07450478852
1764	0.0745054004
1772	0.07450601625
1779	0.07477998279
1781	0.0750587647
1785	0.07535449375
1786	0.07567627898
1787	0.07601243731
1788	0.0763749336
1791	0.07674932751
1796	0.07712677509
1798	0.07751848718
1800	0.07792997772
1803	0.07835496101
1804	0.07878479832
1805	0.07925204199
1812	0.07972783311
1816	0.08024517502
1819	0.08077370764
1824	0.08133099887
1837	0.08191941318
1841	0.0825348902
1843	0.08318055296
1844	0.08318057286
1849	0.08318059367
1850	0.08318061614
1861	0.08318063999
1865	0.08318066365
1869	0.08318068921
1871	0.08318071672
1873	0.08318071672
1874	0.08318071672
1878	0.08318071672
1879	0.08318071672
1884	0.08318071672
1895	0.08318071672
1900	0.08318071672
1905	0.08320763715
1907	0.08323583816
1917	0.08326409111
1919	0.08329349137
1920	0.08332447949
1921	0.08335646177
1923	0.08338892582
1926	0.08342260097
1927	0.08346124643
1929	0.08350153152
1936	0.08354228253
1941	0.08358375135
1945	0.08362855629
1946	0.08367556042
1947	0.08372390573
1950	0.08377791777
1953	0.08550413497
1954	0.08730222386
1969	0.08904610686
1973	0.08904610687
1975	0.08904610687
1981	0.08904610687
1982	0.08904610687
1984	0.08904610688
1985	0.08904611466
1989	0.08904611466
1991	0.08904611466
1996	0.08904612576
2007	0.08904613781
2017	0.08904615104
2018	0.08904616496
2025	0.08904617923
2030	0.08904619405
2036	0.08904620925
2039	0.0890462251
2055	0.08904624131
2056	0.08908170037
2061	0.08911719472
2066	0.09279365437
2067	0.0971468
2075	0.1016383638
2104	0.1060172644
2113	0.1060253879
2114	0.1060341885
2116	0.1060435576
2122	0.1060532178
2129	0.1060631708
2141	0.1060741901
2144	0.1060859187
2149	0.1060859215
2152	0.1060859245
2153	0.1063071582
2155	0.1065411937
2157	0.1067967557
2175	0.1070622602
2177	0.1073439119
2178	0.1076534003
2180	0.1079814831
2182	0.1083240929
2184	0.1087032554
2186	0.1087047529
2196	0.1087047549
2198	0.1087047571
2205	0.1087047571
2213	0.1087047571
2216	0.1087047571
2219	0.1087047571
2220	0.1087047571
2228	0.1087047571
2229	0.1087047571
2231	0.1087047571
2233	0.1087047571
2263	0.1087047571
2270	0.1087047571
2272	0.1087047571
2273	0.1087047571
2275	0.1087047571
2293	0.1087047571
2295	0.1087047571
2297	0.1087047571
2302	0.1087047596
2303	0.1087057361
2304	0.1087067554
2305	0.1087079821
2316	0.1087093216
2320	0.1087107019
2321	0.1087121732
2325	0.1087137069
2327	0.1088902788
2333	0.116936481
2346	0.116936721
2374	0.1169369755
2375	0.1169372433
2376	0.116937525
2380	0.116937818
2391	0.1169381402
2394	0.1169384772
2397	0.1171723662
2400	0.1174167306
2435	0.1176372143
2440	0.1178678949
2446	0.1181139692
2474	0.122664986
2475	0.1273368643
2483	0.1323014415
2498	0.1372650482
2502	0.1373812297
2524	0.1373822165
2534	0.1373822182
2535	0.1373822202
2540	0.1373822223
2541	0.1373822244
2543	0.1373822266
2555	0.1373822289
2575	0.1373822314
2583	0.1373822342
2611	0.1373822371
2614	0.1373822403
2619	0.1374259071
2629	0.137426339
2638	0.1374309626
2640	0.13743584
2642	0.1374408292
2662	0.1460332091
2665	0.1550223523
2677	0.155030761
2678	0.1550397516
2681	0.1550399686
2683	0.1550401981
2695	0.1550401981
2712	0.1550401982
2726	0.1550401983
2731	0.1550401983
2733	0.1550401983
2736	0.1550401983
2745	0.1550401983
2758	0.1550401983
2763	0.1550401983
2765	0.1550401983
2772	0.1550401983
2777	0.1550401983
2789	0.1550401983
2793	0.1550401983
2810	0.1550401983
2811	0.1550401983
2818	0.1550401983
2829	0.1550401985
2830	0.1550401986
2831	0.1550402072
2832	0.1550402174
2833	0.1550402284
2849	0.1550402404
2851	0.1550402534
2852	0.155040268
2859	0.1550405889
2862	0.1550750409
2867	0.1558394805
2871	0.1566667019
2893	0.1625634267
2895	0.200969649
2906	0.2025706805
2908	0.2026730348
2911	0.2026851197
2924	0.2026978803
2936	0.2026982551
2954	0.2026986755
2962	0.2026991219
2971	0.2026996081
2974	0.2026996131
2975	0.2026996183
2977	0.2026996239
2985	0.20269963
2995	0.2026996366
2997	0.2026996438
2999	0.2027059426
3004	0.2028379306
3005	0.2206767699
3011	0.2234926378
3012	0.2238994487
3013	0.2243345158
3021	0.2248382195
3030	0.2248949105
3033	0.224957292
3034	0.2250248809
3036	0.2266722192
3042	0.2285530344
3044	0.2287705065
3054	0.2290079362
3056	0.2292776143
3057	0.2293145277
3063	0.2293528672
3064	0.2293985249
3074	0.2293985547
3077	0.2293985867
3082	0.229398624
3090	0.229398665
3094	0.2293987097
3109	0.2293987587
3110	0.2293988131
3120	0.2293988729
3133	0.2293989396
3136	0.2293989396
3152	0.2293989432
3166	0.229398947
3168	0.2293989512
3170	0.2293989559
3172	0.2293989613
3180	0.2294002406
3186	0.2294002753
3193	0.2294003144
3200	0.2294003603
3203	0.229400412
3213	0.2294004673
3218	0.2294005271
3223	0.2294005926
3225	0.2294006638
3226	0.2294007456
3227	0.2294008356
3232	0.2294009364
3234	0.2294010484
3238	0.2294011668
3259	0.229434956
3263	0.2294714032
3264	0.2295119355
3277	0.2351532952
3280	0.2633858644
3285	0.2651753551
3290	0.2671675499
3299	0.2694058231
3311	0.2717092727
3317	0.2717644446
3318	0.2718222858
3341	0.2718866428
3347	0.271955605
3353	0.2727384913
3369	0.2727418242
3375	0.2727456436
3390	0.2727499422
3392	0.2727499477
3403	0.272749954
3414	0.2727499616
3419	0.2727499693
3421	0.2727499785
3428	0.2727499879
3431	0.2727499986
3438	0.2727500104
3449	0.2727500228
3450	0.2727500377
3452	0.2727500544
3455	0.2727500544
3463	0.2727500544
3465	0.2727500544
3466	0.2727500544
3473	0.2727500544
3477	0.2727500544
3479	0.2727500545
3482	0.2727500545
3483	0.2727500645
3495	0.2727500762
3500	0.2727500906
3510	0.2727501074
3513	0.2727501272
3515	0.2727501504
3521	0.2727519454
3528	0.2728345762
3539	0.2729342824
3545	0.273040068
3549	0.2769557772
3564	0.2813798107
3569	0.2864933566
3571	0.2935216038
3572	0.3021006993
3601	0.3114954282
3602	0.3267747357
3611	0.3441738539
3631	0.34696822
3634	0.3499269476
3640	0.3500065819
3645	0.3500096019
3677	0.350012698
3691	0.3500127224
3694	0.3500127225
3696	0.3500127225
3710	0.3500127226
3724	0.3500127227
3738	0.3500127228
3750	0.3500127229
3758	0.3500127231
3760	0.3500127232
3764	0.3500127232
3769	0.3500127232
3799	0.3500127232
3803	0.3500127232
3807	0.3500127232
3815	0.3500127232
3832	0.3500127232
3834	0.3500127232
3842	0.3500127232
3848	0.3500127232
3876	0.3500127232
3892	0.3500127232
3906	0.3500127232
3907	0.3500127232
3916	0.3500127232
3922	0.3500127232
3943	0.3500127232
3945	0.3500127232
3946	0.3500127232
3986	0.3500127232
3993	0.3500127239
3994	0.3500127248
3995	0.3500127516
4005	0.3540016652
4010	0.3584899105
4011	0.364438248
4041	0.3742265727
4042	0.3871413117
4045	0.3871414179
4052	0.3871415569
4053	0.3871417192
4058	0.3871419554
4059	0.3871486829
4067	0.3871567849
4070	0.387156785
4076	0.3871567851
4077	0.3871567973
4083	0.3871568142
4085	0.387156837
4116	0.3971795044
4126	0.4104758406
4129	0.4293051741
4130	0.4293052906
4132	0.4293085286
4137	0.4296053878
4141	0.4300252139
4152	0.4305973208
4159	0.449816248
4165	0.475564453
4169	0.4771733092
4177	0.4802985655
4182	0.4844745299
4183	0.4905193034
4189	0.5468179062
4203	0.5533056195
4231	0.5614545602
4235	0.5704251147
4237	0.5706235678
4241	0.5706308642
4244	0.5706418813
4277	0.5706421141
4288	0.5706778147
4293	0.5707323275
4337	0.5707951051
4352	0.5708971716
4354	0.5708974189
4355	0.5709945289
4383	0.5711357913
4388	0.5711383429
4396	0.5711418687
4397	0.5711472503
4403	0.571153407
4405	0.5711636142
4419	0.5711811496
4420	0.5712110084
4421	0.5712622165
4422	0.5713516459
4425	0.5714608496
4428	0.5716393584
4435	0.6763842632
4462	0.6821166519
4463	0.692280128
4465	0.7101892291
4468	0.7403538788
4480	0.7404066286
4489	0.7404799216
4494	0.7406026313
4495	0.7407755101
4501	0.7410626789
4521	0.7410643352
4522	0.7410643352
4539	0.7410900944
4545	0.7411492399
4571	0.7412313116
4575	0.741426842
4624	0.7414268467
4641	0.7414268583
4664	0.7414268907
4672	0.7414269866
4685	0.7414271364
4712	0.7414274374
4722	0.741428439
4740	0.7414313888
4768	0.7414355786
4775	0.7414512612
4783	0.7415058978
4788	0.7417500282
4789	0.7430212182
4795	0.7472936486
4809	0.7579457017
4827	0.7772463888
4828	0.889373382
4829	0.889373382
4863	0.889373382
4869	0.889373382
4877	0.889373382
4890	0.889373382
4930	0.889373382
4932	0.889373382
4973	0.889373382
4978	0.889373382
5050	0.889373382
